year,country_code,country,player_name,player_name_norm,position,dob,age_at_tournament,caps,goals,club,club_country,data_tier
2022,POL,Poland,Mateusz Wieteska,mateusz wieteska,DF,1997-02-11,25,2,0,Clermont,,
2022,POL,Poland,Jan Bednarek,jan bednarek,DF,1996-04-12,26,45,1,Aston Villa,,
2022,POL,Poland,Krystian Bielik,krystian bielik,MF,1998-01-04,24,5,0,Birmingham City,,
2022,POL,Poland,Arkadiusz Milik,arkadiusz milik,FW,1994-02-28,28,64,16,Juventus,,
2022,POL,Poland,Damian Szymański,damian szymanski,MF,1995-06-16,27,9,1,AEK Athens,,
2022,POL,Poland,Robert Lewandowski,robert lewandowski,FW,1988-08-21,34,134,76,Barcelona,,
2022,POL,Poland,Grzegorz Krychowiak,grzegorz krychowiak,MF,1990-01-29,32,94,5,Al-Shabab,,
2022,POL,Poland,Kamil Grosicki,kamil grosicki,MF,1988-06-08,34,87,17,Pogoń Szczecin,,
2022,POL,Poland,Łukasz Skorupski,ukasz skorupski,GK,1991-05-05,31,8,0,Bologna,,
2022,POL,Poland,Jakub Kamiński,jakub kaminski,MF,2002-06-05,20,4,1,VfL Wolfsburg,,
2022,POL,Poland,Jakub Kiwior,jakub kiwior,DF,2000-02-15,22,5,0,Spezia,,
2022,POL,Poland,Kamil Glik,kamil glik,DF,1988-02-03,34,99,6,Benevento,,
2022,POL,Poland,Karol Świderski,karol swiderski,FW,1997-01-23,25,18,8,Charlotte FC,,
2022,POL,Poland,Szymon Żurkowski,szymon zurkowski,MF,1997-09-25,25,7,0,Fiorentina,,
2022,POL,Poland,Bartosz Bereszyński,bartosz bereszynski,DF,1992-07-12,30,46,0,Sampdoria,,
2022,POL,Poland,Sebastian Szymański,sebastian szymanski,MF,1999-05-10,23,18,1,Feyenoord,,
2022,POL,Poland,Piotr Zieliński,piotr zielinski,MF,1994-05-20,28,74,9,Napoli,,
2022,POL,Poland,Nicola Zalewski,nicola zalewski,MF,2002-01-23,20,7,0,Roma,,
2022,POL,Poland,Kamil Grabara,kamil grabara,GK,1999-01-08,23,1,0,Copenhagen,,
2022,POL,Poland,Krzysztof Piątek,krzysztof piatek,FW,1995-07-01,27,25,11,Salernitana,,
2022,POL,Poland,Przemysław Frankowski,przemysaw frankowski,MF,1995-04-12,27,26,1,Lens,,
2022,POL,Poland,Robert Gumny,robert gumny,DF,1998-06-04,24,5,0,FC Augsburg,,
2022,POL,Poland,Michał Skóraś,micha skoras,MF,2000-02-15,22,1,0,Lech Poznań,,
2022,KSA,Saudi Arabia,Mohammed Al-Rubaie,mohammed al-rubaie,GK,1997-08-14,25,7,0,Al-Ahli,,
2022,KSA,Saudi Arabia,Sultan Al-Ghannam,sultan al-ghannam,DF,1994-05-06,28,24,0,Al-Nassr,,
2022,KSA,Saudi Arabia,Abdullah Madu,abdullah madu,DF,1993-07-15,29,15,0,Al-Nassr,,
2022,KSA,Saudi Arabia,Abdulelah Al-Amri,abdulelah al-amri,DF,1997-01-15,25,20,1,Al-Nassr,,
2022,KSA,Saudi Arabia,Ali Al-Bulaihi,ali al-bulaihi,DF,1989-11-21,32,37,0,Al-Hilal,,
2022,KSA,Saudi Arabia,Mohammed Al-Breik,mohammed al-breik,DF,1992-09-15,30,40,1,Al-Hilal,,
2022,KSA,Saudi Arabia,Salman Al-Faraj,salman al-faraj,MF,1989-08-01,33,70,8,Al-Hilal,,
2022,KSA,Saudi Arabia,Abdulellah Al-Malki,abdulellah al-malki,MF,1994-10-11,28,27,0,Al-Hilal,,
2022,KSA,Saudi Arabia,Firas Al-Buraikan,firas al-buraikan,FW,2000-05-14,22,26,6,Al-Fateh,,
2022,KSA,Saudi Arabia,Salem Al-Dawsari,salem al-dawsari,FW,1991-08-19,31,71,17,Al-Hilal,,
2022,KSA,Saudi Arabia,Saleh Al-Shehri,saleh al-shehri,FW,1993-11-01,29,20,10,Al-Hilal,,
2022,KSA,Saudi Arabia,Saud Abdulhamid,saud abdulhamid,DF,1999-07-18,23,23,1,Al-Hilal,,
2022,KSA,Saudi Arabia,Yasser Al-Shahrani,yasser al-shahrani,DF,1992-05-25,30,72,2,Al-Hilal,,
2022,KSA,Saudi Arabia,Abdullah Otayf,abdullah otayf,MF,1992-08-03,30,45,1,Al-Hilal,,
2022,KSA,Saudi Arabia,Ali Al-Hassan,ali al-hassan,MF,1997-03-04,25,13,1,Al-Nassr,,
2022,KSA,Saudi Arabia,Sami Al-Najei,sami al-najei,MF,1997-02-07,25,17,2,Al-Nassr,,
2022,KSA,Saudi Arabia,Hassan Al-Tambakti,hassan al-tambakti,DF,1999-02-09,23,19,0,Al-Shabab,,
2022,KSA,Saudi Arabia,Nawaf Al-Abed,nawaf al-abed,MF,1990-01-26,32,55,8,Al-Shabab,,
2022,KSA,Saudi Arabia,Hattan Bahebri,hattan bahebri,FW,1992-07-16,30,41,4,Al-Shabab,,
2022,KSA,Saudi Arabia,Abdulrahman Al-Aboud,abdulrahman al-aboud,FW,1995-06-01,27,3,0,Al-Ittihad,,
2022,KSA,Saudi Arabia,Mohammed Al-Owais,mohammed al-owais,GK,1991-10-10,31,42,0,Al-Hilal,,
2022,KSA,Saudi Arabia,Nawaf Al-Aqidi,nawaf al-aqidi,GK,2000-05-10,22,0,0,Al-Nassr,,
2022,KSA,Saudi Arabia,Mohamed Kanno,mohamed kanno,MF,1994-09-22,28,38,1,Al-Hilal,,
2022,KSA,Saudi Arabia,Nasser Al-Dawsari,nasser al-dawsari,MF,1998-12-19,23,10,0,Al-Hilal,,
2022,KSA,Saudi Arabia,Haitham Asiri,haitham asiri,FW,2001-03-25,21,8,1,Al-Ahli,,
2022,KSA,Saudi Arabia,Riyadh Sharahili,riyadh sharahili,MF,1993-04-28,29,5,0,Abha,,
2022,AUS,Australia,Mathew Ryan,mathew ryan,GK,1992-04-08,30,75,0,Copenhagen,,
2022,AUS,Australia,Miloš Degenek,milos degenek,DF,1994-04-28,28,38,1,Columbus Crew,,
2022,AUS,Australia,Nathaniel Atkinson,nathaniel atkinson,DF,1999-06-13,23,5,0,Heart of Midlothian,,
2022,AUS,Australia,Kye Rowles,kye rowles,DF,1998-06-24,24,3,0,Heart of Midlothian,,
2022,AUS,Australia,Fran Karačić,fran karacic,DF,1996-05-12,26,11,1,Brescia,,
2022,AUS,Australia,Marco Tilio,marco tilio,FW,2001-08-23,21,5,0,Melbourne City,,
2022,AUS,Australia,Mathew Leckie,mathew leckie,FW,1991-02-04,31,73,13,Melbourne City,,
2022,AUS,Australia,Bailey Wright,bailey wright,DF,1992-07-28,30,27,2,Sunderland,,
2022,AUS,Australia,Jamie Maclaren,jamie maclaren,FW,1993-07-29,29,26,8,Melbourne City,,
2022,AUS,Australia,Ajdin Hrustic,ajdin hrustic,MF,1996-07-05,26,20,3,Hellas Verona,,
2022,AUS,Australia,Awer Mabil,awer mabil,FW,1995-09-15,27,29,8,Cádiz,,
2022,AUS,Australia,Andrew Redmayne,andrew redmayne,GK,1989-01-13,33,4,0,Sydney FC,,
2022,AUS,Australia,Aaron Mooy,aaron mooy,MF,1990-09-15,32,53,7,Celtic,,
2022,AUS,Australia,Riley McGree,riley mcgree,MF,1998-11-02,24,11,1,Middlesbrough,,
2022,AUS,Australia,Mitchell Duke,mitchell duke,FW,1991-01-18,31,21,8,Fagiano Okayama,,
2022,AUS,Australia,Aziz Behich,aziz behich,DF,1990-12-16,31,53,2,Dundee United,,
2022,AUS,Australia,Cameron Devlin,cameron devlin,MF,1998-06-07,24,1,0,Heart of Midlothian,,
2022,AUS,Australia,Danny Vukovic,danny vukovic,GK,1985-03-27,37,4,0,Central Coast Mariners,,
2022,AUS,Australia,Harry Souttar,harry souttar,DF,1998-10-22,24,10,6,Stoke City,,
2022,AUS,Australia,Thomas Deng,thomas deng,DF,1997-03-20,25,2,0,Albirex Niigata,,
2022,AUS,Australia,Garang Kuol,garang kuol,FW,2004-09-15,18,1,0,Central Coast Mariners,,
2022,AUS,Australia,Jackson Irvine,jackson irvine,MF,1993-03-07,29,49,7,FC St. Pauli,,
2022,AUS,Australia,Craig Goodwin,craig goodwin,FW,1991-12-16,30,10,1,Adelaide United,,
2022,AUS,Australia,Joel King,joel king,DF,2000-10-30,22,4,0,OB,,
2022,AUS,Australia,Jason Cummings,jason cummings,FW,1995-08-01,27,1,1,Central Coast Mariners,,
2022,AUS,Australia,Keanu Baccus,keanu baccus,MF,1998-06-07,24,1,0,St Mirren,,
2022,DEN,Denmark,Kasper Schmeichel,kasper schmeichel,GK,1986-11-05,36,86,0,Nice,,
2022,DEN,Denmark,Joachim Andersen,joachim andersen,DF,1996-05-31,26,19,0,Crystal Palace,,
2022,DEN,Denmark,Victor Nelsson,victor nelsson,DF,1998-10-14,24,7,0,Galatasaray,,
2022,DEN,Denmark,Simon Kjær,simon kjr,DF,1989-03-26,33,121,5,Milan,,
2022,DEN,Denmark,Joakim Mæhle,joakim mhle,DF,1997-05-20,25,31,9,Atalanta,,
2022,DEN,Denmark,Andreas Christensen,andreas christensen,DF,1996-04-10,26,58,2,Barcelona,,
2022,DEN,Denmark,Mathias Jensen,mathias jensen,MF,1996-01-01,26,20,1,Brentford,,
2022,DEN,Denmark,Thomas Delaney,thomas delaney,MF,1991-09-03,31,71,7,Sevilla,,
2022,DEN,Denmark,Martin Braithwaite,martin braithwaite,FW,1991-06-05,31,62,10,Espanyol,,
2022,DEN,Denmark,Christian Eriksen,christian eriksen,MF,1992-02-14,30,117,39,Manchester United,,
2022,DEN,Denmark,Andreas Skov Olsen,andreas skov olsen,MF,1999-12-29,22,23,8,Club Brugge,,
2022,DEN,Denmark,Kasper Dolberg,kasper dolberg,FW,1997-10-06,25,37,11,Sevilla,,
2022,DEN,Denmark,Rasmus Kristensen,rasmus kristensen,DF,1997-07-11,25,10,0,Leeds United,,
2022,DEN,Denmark,Mikkel Damsgaard,mikkel damsgaard,MF,2000-07-03,22,18,4,Brentford,,
2022,DEN,Denmark,Christian Nørgaard,christian nrgaard,MF,1994-03-10,28,17,1,Brentford,,
2022,DEN,Denmark,Oliver Christensen,oliver christensen,GK,1999-03-22,23,1,0,Hertha BSC,,
2022,DEN,Denmark,Jens Stryger Larsen,jens stryger larsen,DF,1991-02-21,31,49,3,Trabzonspor,,
2022,DEN,Denmark,Daniel Wass,daniel wass,DF,1989-05-31,33,44,1,Brøndby,,
2022,DEN,Denmark,Jonas Wind,jonas wind,FW,1999-02-07,23,15,5,VfL Wolfsburg,,
2022,DEN,Denmark,Yussuf Poulsen,yussuf poulsen,FW,1994-06-15,28,68,11,RB Leipzig,,
2022,DEN,Denmark,Andreas Cornelius,andreas cornelius,FW,1993-03-16,29,41,9,Copenhagen,,
2022,DEN,Denmark,Frederik Rønnow,frederik rnnow,GK,1992-08-04,30,8,0,Union Berlin,,
2022,DEN,Denmark,Pierre-Emile Højbjerg,pierre-emile hjbjerg,MF,1995-08-05,27,60,5,Tottenham Hotspur,,
2022,DEN,Denmark,Robert Skov,robert skov,MF,1996-05-20,26,11,5,1899 Hoffenheim,,
2022,DEN,Denmark,Jesper Lindstrøm,jesper lindstrm,MF,2000-02-29,22,6,1,Eintracht Frankfurt,,
2022,DEN,Denmark,Alexander Bah,alexander bah,DF,1997-12-09,24,4,1,Benfica,,
2022,FRA,France,Hugo Lloris,hugo lloris,GK,1986-12-26,35,139,0,Tottenham Hotspur,,
2022,FRA,France,Benjamin Pavard,benjamin pavard,DF,1996-03-28,26,46,2,Bayern Munich,,
2022,FRA,France,Axel Disasi,axel disasi,DF,1998-03-11,24,0,0,Monaco,,
2022,FRA,France,Raphaël Varane,raphael varane,DF,1993-04-25,29,87,5,Manchester United,,
2022,FRA,France,Jules Koundé,jules kounde,DF,1998-11-12,24,12,0,Barcelona,,
2022,FRA,France,Mattéo Guendouzi,matteo guendouzi,MF,1999-04-14,23,6,1,Marseille,,
2022,FRA,France,Antoine Griezmann,antoine griezmann,FW,1991-03-21,31,110,42,Atlético Madrid,,
2022,FRA,France,Aurélien Tchouaméni,aurelien tchouameni,MF,2000-01-27,22,14,1,Real Madrid,,
2022,FRA,France,Olivier Giroud,olivier giroud,FW,1986-09-30,36,114,49,Milan,,
2022,FRA,France,Kylian Mbappé,kylian mbappe,FW,1998-12-20,23,59,28,Paris Saint-Germain,,
2022,FRA,France,Ousmane Dembélé,ousmane dembele,FW,1997-05-15,25,28,4,Barcelona,,
2022,FRA,France,Randal Kolo Muani,randal kolo muani,FW,1998-12-05,23,2,0,Eintracht Frankfurt,,
2022,FRA,France,Youssouf Fofana,youssouf fofana,MF,1999-01-10,23,2,0,Monaco,,
2022,FRA,France,Adrien Rabiot,adrien rabiot,MF,1995-04-03,27,29,2,Juventus,,
2022,FRA,France,Jordan Veretout,jordan veretout,MF,1993-03-01,29,5,0,Marseille,,
2022,FRA,France,Steve Mandanda,steve mandanda,GK,1985-03-28,37,34,0,Rennes,,
2022,FRA,France,William Saliba,william saliba,DF,2001-03-24,21,7,0,Arsenal,,
2022,FRA,France,Dayot Upamecano,dayot upamecano,DF,1998-10-27,24,7,1,Bayern Munich,,
2022,FRA,France,Karim Benzema,karim benzema,FW,1987-12-19,34,97,37,Real Madrid,,
2022,FRA,France,Kingsley Coman,kingsley coman,FW,1996-06-13,26,40,5,Bayern Munich,,
2022,FRA,France,Lucas Hernandez,lucas hernandez,DF,1996-02-14,26,32,0,Bayern Munich,,
2022,FRA,France,Théo Hernandez,theo hernandez,DF,1997-10-06,25,7,1,Milan,,
2022,FRA,France,Alphonse Areola,alphonse areola,GK,1993-02-27,29,5,0,West Ham United,,
2022,FRA,France,Ibrahima Konaté,ibrahima konate,DF,1999-05-25,23,2,0,Liverpool,,
2022,FRA,France,Eduardo Camavinga,eduardo camavinga,MF,2002-11-10,20,4,1,Real Madrid,,
2022,FRA,France,Marcus Thuram,marcus thuram,FW,1997-08-06,25,4,0,Borussia Mönchengladbach,,
2022,TUN,Tunisia,Aymen Mathlouthi,aymen mathlouthi,GK,1984-09-14,38,73,0,Étoile du Sahel,,
2022,TUN,Tunisia,Bilel Ifa,bilel ifa,DF,1990-03-09,32,37,0,Kuwait SC,,
2022,TUN,Tunisia,Montassar Talbi,montassar talbi,DF,1998-05-26,24,23,1,Lorient,,
2022,TUN,Tunisia,Yassine Meriah,yassine meriah,DF,1993-07-02,29,61,3,Espérance de Tunis,,
2022,TUN,Tunisia,Nader Ghandri,nader ghandri,MF,1995-02-18,27,8,0,Club Africain,,
2022,TUN,Tunisia,Dylan Bronn,dylan bronn,DF,1995-06-19,27,36,2,Salernitana,,
2022,TUN,Tunisia,Youssef Msakni,youssef msakni,FW,1990-10-28,32,88,17,Al-Arabi,,
2022,TUN,Tunisia,Hannibal Mejbri,hannibal mejbri,MF,2003-01-21,19,19,0,Birmingham City,,
2022,TUN,Tunisia,Issam Jebali,issam jebali,FW,1991-12-25,30,10,2,OB,,
2022,TUN,Tunisia,Wahbi Khazri,wahbi khazri,FW,1991-02-08,31,72,24,Montpellier,,
2022,TUN,Tunisia,Taha Yassine Khenissi,taha yassine khenissi,FW,1992-01-06,30,48,9,Kuwait SC,,
2022,TUN,Tunisia,Ali Maâloul,ali maaloul,DF,1990-01-01,32,83,2,Al Ahly,,
2022,TUN,Tunisia,Ferjani Sassi,ferjani sassi,MF,1992-03-18,30,78,6,Al-Duhail,,
2022,TUN,Tunisia,Aïssa Laïdouni,aissa laidouni,MF,1996-12-13,25,25,1,Ferencváros,,
2022,TUN,Tunisia,Mohamed Ali Ben Romdhane,mohamed ali ben romdhane,MF,1999-09-06,23,23,1,Espérance de Tunis,,
2022,TUN,Tunisia,Aymen Dahmen,aymen dahmen,GK,1997-01-28,25,5,0,CS Sfaxien,,
2022,TUN,Tunisia,Ellyes Skhiri,ellyes skhiri,MF,1995-05-10,27,49,3,1. FC Köln,,
2022,TUN,Tunisia,Ghailene Chaalali,ghailene chaalali,MF,1994-02-28,28,31,1,Espérance de Tunis,,
2022,TUN,Tunisia,Seifeddine Jaziri,seifeddine jaziri,FW,1993-02-12,29,29,10,Zamalek,,
2022,TUN,Tunisia,Mohamed Dräger,mohamed drager,DF,1996-06-25,26,34,3,Luzern,,
2022,TUN,Tunisia,Wajdi Kechrida,wajdi kechrida,DF,1995-11-05,27,19,0,Atromitos,,
2022,TUN,Tunisia,Bechir Ben Saïd,bechir ben said,GK,1992-11-29,29,10,0,US Monastir,,
2022,TUN,Tunisia,Naïm Sliti,naim sliti,FW,1992-07-27,30,69,14,Al-Ettifaq,,
2022,TUN,Tunisia,Ali Abdi,ali abdi,DF,1993-12-20,28,10,2,Caen,,
2022,TUN,Tunisia,Anis Ben Slimane,anis ben slimane,FW,2001-03-16,21,25,4,Brøndby,,
2022,TUN,Tunisia,Mouez Hassen,mouez hassen,GK,1995-03-05,27,20,0,Club Africain,,
2022,CRC,Costa Rica,Keylor Navas,keylor navas,GK,1986-12-15,35,107,0,Paris Saint-Germain,,
2022,CRC,Costa Rica,Daniel Chacón,daniel chacon,MF,2001-04-11,21,8,0,Cartaginés,,
2022,CRC,Costa Rica,Juan Pablo Vargas,juan pablo vargas,DF,1995-06-06,27,12,1,Millonarios,,
2022,CRC,Costa Rica,Keysher Fuller,keysher fuller,DF,1994-07-12,28,31,2,Herediano,,
2022,CRC,Costa Rica,Celso Borges,celso borges,MF,1988-05-27,34,155,27,Alajuelense,,
2022,CRC,Costa Rica,Óscar Duarte,oscar duarte,DF,1989-06-03,33,71,4,Al-Wehda,,
2022,CRC,Costa Rica,Anthony Contreras,anthony contreras,FW,2000-01-29,22,9,2,Herediano,,
2022,CRC,Costa Rica,Bryan Oviedo,bryan oviedo,DF,1990-02-18,32,76,2,Real Salt Lake,,
2022,CRC,Costa Rica,Jewison Bennette,jewison bennette,MF,2004-06-15,18,7,2,Sunderland,,
2022,CRC,Costa Rica,Bryan Ruiz,bryan ruiz,MF,1985-08-18,37,146,29,Alajuelense,,
2022,CRC,Costa Rica,Johan Venegas,johan venegas,FW,1988-11-27,33,82,11,Alajuelense,,
2022,CRC,Costa Rica,Joel Campbell,joel campbell,FW,1992-06-26,30,119,25,León,,
2022,CRC,Costa Rica,Gerson Torres,gerson torres,MF,1997-08-28,25,13,1,Herediano,,
2022,CRC,Costa Rica,Youstin Salas,youstin salas,MF,1996-06-17,26,4,0,Saprissa,,
2022,CRC,Costa Rica,Francisco Calvo,francisco calvo,DF,1992-07-08,30,75,8,Konyaspor,,
2022,CRC,Costa Rica,Carlos Martínez,carlos martinez,DF,1999-03-30,23,7,0,San Carlos,,
2022,CRC,Costa Rica,Yeltsin Tejeda,yeltsin tejeda,MF,1992-03-17,30,73,0,Herediano,,
2022,CRC,Costa Rica,Esteban Alvarado,esteban alvarado,GK,1989-04-28,33,25,0,Herediano,,
2022,CRC,Costa Rica,Kendall Waston,kendall waston,DF,1988-01-01,34,63,9,Saprissa,,
2022,CRC,Costa Rica,Brandon Aguilera,brandon aguilera,MF,2003-06-28,19,4,0,Guanacasteca,,
2022,CRC,Costa Rica,Douglas López,douglas lopez,MF,1998-09-21,24,3,0,Herediano,,
2022,CRC,Costa Rica,Rónald Matarrita,ronald matarrita,DF,1994-07-09,28,52,3,FC Cincinnati,,
2022,CRC,Costa Rica,Patrick Sequeira,patrick sequeira,GK,1999-03-01,23,2,0,Lugo,,
2022,CRC,Costa Rica,Roan Wilson,roan wilson,MF,2002-05-01,20,3,0,Municipal Grecia,,
2022,CRC,Costa Rica,Anthony Hernández,anthony hernandez,MF,2001-10-11,21,3,1,Puntarenas,,
2022,CRC,Costa Rica,Álvaro Zamora,alvaro zamora,MF,2002-03-09,20,3,0,Saprissa,,
2022,GER,Germany,Manuel Neuer,manuel neuer,GK,1986-03-27,36,114,0,Bayern Munich,,
2022,GER,Germany,Antonio Rüdiger,antonio rudiger,DF,1993-03-03,29,54,2,Real Madrid,,
2022,GER,Germany,David Raum,david raum,DF,1998-04-22,24,12,0,RB Leipzig,,
2022,GER,Germany,Matthias Ginter,matthias ginter,DF,1994-01-19,28,47,2,SC Freiburg,,
2022,GER,Germany,Thilo Kehrer,thilo kehrer,DF,1996-09-21,26,23,0,West Ham United,,
2022,GER,Germany,Joshua Kimmich,joshua kimmich,MF,1995-02-08,27,71,5,Bayern Munich,,
2022,GER,Germany,Kai Havertz,kai havertz,FW,1999-06-11,23,31,10,Chelsea,,
2022,GER,Germany,Leon Goretzka,leon goretzka,MF,1995-02-06,27,45,14,Bayern Munich,,
2022,GER,Germany,Niclas Füllkrug,niclas fullkrug,FW,1993-02-09,29,1,1,Werder Bremen,,
2022,GER,Germany,Serge Gnabry,serge gnabry,FW,1995-07-14,27,36,20,Bayern Munich,,
2022,GER,Germany,Mario Götze,mario gotze,MF,1992-06-03,30,63,17,Eintracht Frankfurt,,
2022,GER,Germany,Kevin Trapp,kevin trapp,GK,1990-07-08,32,6,0,Eintracht Frankfurt,,
2022,GER,Germany,Thomas Müller,thomas muller,MF,1989-09-13,33,118,44,Bayern Munich,,
2022,GER,Germany,Jamal Musiala,jamal musiala,MF,2003-02-26,19,17,1,Bayern Munich,,
2022,GER,Germany,Niklas Süle,niklas sule,DF,1995-09-03,27,42,1,Borussia Dortmund,,
2022,GER,Germany,Lukas Klostermann,lukas klostermann,DF,1996-06-03,26,19,0,RB Leipzig,,
2022,GER,Germany,Julian Brandt,julian brandt,MF,1996-05-02,26,39,3,Borussia Dortmund,,
2022,GER,Germany,Jonas Hofmann,jonas hofmann,MF,1992-07-14,30,17,4,Borussia Mönchengladbach,,
2022,GER,Germany,Leroy Sané,leroy sane,MF,1996-01-11,26,48,11,Bayern Munich,,
2022,GER,Germany,Christian Günter,christian gunter,DF,1993-02-28,29,7,0,SC Freiburg,,
2022,GER,Germany,İlkay Gündoğan,ilkay gundogan,MF,1990-10-24,32,63,16,Manchester City,,
2022,GER,Germany,Marc-André ter Stegen,marc-andre ter stegen,GK,1992-04-30,30,30,0,Barcelona,,
2022,GER,Germany,Nico Schlotterbeck,nico schlotterbeck,DF,1999-12-01,22,6,0,Borussia Dortmund,,
2022,GER,Germany,Karim Adeyemi,karim adeyemi,FW,2002-01-18,20,4,1,Borussia Dortmund,,
2022,GER,Germany,Armel Bella-Kotchap,armel bella-kotchap,DF,2001-12-11,20,2,0,Southampton,,
2022,GER,Germany,Youssoufa Moukoko,youssoufa moukoko,FW,2004-11-20,18,1,0,Borussia Dortmund,,
2022,JPN,Japan,Eiji Kawashima,eiji kawashima,GK,1983-03-20,39,95,0,Strasbourg,,
2022,JPN,Japan,Miki Yamane,miki yamane,DF,1993-12-22,28,15,2,Kawasaki Frontale,,
2022,JPN,Japan,Shōgo Taniguchi,shogo taniguchi,DF,1991-07-15,31,14,0,Kawasaki Frontale,,
2022,JPN,Japan,Kō Itakura,ko itakura,DF,1997-01-27,25,13,1,Borussia Mönchengladbach,,
2022,JPN,Japan,Yūto Nagatomo,yuto nagatomo,DF,1986-09-12,36,138,4,FC Tokyo,,
2022,JPN,Japan,Wataru Endō,wataru endo,MF,1993-02-09,29,43,2,VfB Stuttgart,,
2022,JPN,Japan,Gaku Shibasaki,gaku shibasaki,MF,1992-05-28,30,60,3,Leganés,,
2022,JPN,Japan,Ritsu Dōan,ritsu doan,MF,1998-06-16,24,29,3,SC Freiburg,,
2022,JPN,Japan,Kaoru Mitoma,kaoru mitoma,MF,1997-05-20,25,9,5,Brighton & Hove Albion,,
2022,JPN,Japan,Takumi Minamino,takumi minamino,MF,1995-01-16,27,44,17,Monaco,,
2022,JPN,Japan,Takefusa Kubo,takefusa kubo,MF,2001-06-04,21,20,1,Real Sociedad,,
2022,JPN,Japan,Shūichi Gonda,shuichi gonda,GK,1989-03-03,33,34,0,Shimizu S-Pulse,,
2022,JPN,Japan,Hidemasa Morita,hidemasa morita,MF,1995-05-10,27,17,2,Sporting CP,,
2022,JPN,Japan,Junya Itō,junya ito,MF,1993-03-09,29,38,9,Reims,,
2022,JPN,Japan,Daichi Kamada,daichi kamada,MF,1996-08-05,26,22,6,Eintracht Frankfurt,,
2022,JPN,Japan,Takehiro Tomiyasu,takehiro tomiyasu,DF,1998-11-05,24,29,1,Arsenal,,
2022,JPN,Japan,Ao Tanaka,ao tanaka,MF,1998-09-10,24,15,2,Fortuna Düsseldorf,,
2022,JPN,Japan,Takuma Asano,takuma asano,FW,1994-11-10,28,37,7,VfL Bochum,,
2022,JPN,Japan,Hiroki Sakai,hiroki sakai,DF,1990-04-12,32,72,1,Urawa Red Diamonds,,
2022,JPN,Japan,Shūto Machino,shuto machino,FW,1999-09-30,23,4,3,Shonan Bellmare,,
2022,JPN,Japan,Ayase Ueda,ayase ueda,FW,1998-08-28,24,11,0,Cercle Brugge,,
2022,JPN,Japan,Maya Yoshida,maya yoshida,DF,1988-08-24,34,122,12,Schalke 04,,
2022,JPN,Japan,Daniel Schmidt,daniel schmidt,GK,1992-02-03,30,11,0,Sint-Truiden,,
2022,JPN,Japan,Yūki Sōma,yuki soma,MF,1997-02-25,25,8,4,Nagoya Grampus,,
2022,JPN,Japan,Daizen Maeda,daizen maeda,FW,1997-10-20,25,8,1,Celtic,,
2022,JPN,Japan,Hiroki Itō,hiroki ito,DF,1999-05-12,23,6,0,VfB Stuttgart,,
2022,ESP,Spain,Robert Sánchez,robert sanchez,GK,1997-11-18,25,2,0,Brighton & Hove Albion,,
2022,ESP,Spain,César Azpilicueta,cesar azpilicueta,DF,1989-08-28,33,42,1,Chelsea,,
2022,ESP,Spain,Eric García,eric garcia,DF,2001-01-09,21,19,0,Barcelona,,
2022,ESP,Spain,Pau Torres,pau torres,DF,1997-01-16,25,22,1,Villarreal,,
2022,ESP,Spain,Sergio Busquets,sergio busquets,MF,1988-07-16,34,139,2,Barcelona,,
2022,ESP,Spain,Marcos Llorente,marcos llorente,MF,1995-01-30,27,17,0,Atlético Madrid,,
2022,ESP,Spain,Álvaro Morata,alvaro morata,FW,1992-10-23,30,57,27,Atlético Madrid,,
2022,ESP,Spain,Koke,koke,MF,1992-01-08,30,68,0,Atlético Madrid,,
2022,ESP,Spain,Gavi,gavi,MF,2004-08-05,18,13,2,Barcelona,,
2022,ESP,Spain,Marco Asensio,marco asensio,FW,1996-01-21,26,31,1,Real Madrid,,
2022,ESP,Spain,Ferran Torres,ferran torres,FW,2000-02-29,22,31,13,Barcelona,,
2022,ESP,Spain,Nico Williams,nico williams,FW,2002-07-12,20,3,1,Athletic Bilbao,,
2022,ESP,Spain,David Raya,david raya,GK,1995-09-15,27,2,0,Brentford,,
2022,ESP,Spain,Alejandro Balde,alejandro balde,DF,2003-10-18,19,0,0,Barcelona,,
2022,ESP,Spain,Hugo Guillamón,hugo guillamon,DF,2000-01-31,22,3,1,Valencia,,
2022,ESP,Spain,Rodri,rodri,MF,1996-06-22,26,35,1,Manchester City,,
2022,ESP,Spain,Yéremy Pino,yeremy pino,FW,2002-10-20,20,7,1,Villarreal,,
2022,ESP,Spain,Jordi Alba,jordi alba,DF,1989-03-21,33,87,9,Barcelona,,
2022,ESP,Spain,Carlos Soler,carlos soler,MF,1997-01-02,25,12,3,Paris Saint-Germain,,
2022,ESP,Spain,Dani Carvajal,dani carvajal,DF,1992-01-11,30,31,0,Real Madrid,,
2022,ESP,Spain,Dani Olmo,dani olmo,FW,1998-05-07,24,25,4,RB Leipzig,,
2022,ESP,Spain,Pablo Sarabia,pablo sarabia,FW,1992-05-11,30,25,9,Paris Saint-Germain,,
2022,ESP,Spain,Unai Simón,unai simon,GK,1997-06-11,25,27,0,Athletic Bilbao,,
2022,ESP,Spain,Aymeric Laporte,aymeric laporte,DF,1994-05-27,28,16,1,Manchester City,,
2022,ESP,Spain,Ansu Fati,ansu fati,FW,2002-10-31,20,5,2,Barcelona,,
