year,country_code,country,player_name,player_name_norm,position,dob,age_at_tournament,caps,goals,club,club_country,data_tier
2022,ECU,Ecuador,Gonzalo Plata,gonzalo plata,MF,2000-11-01,22,30,5,Valladolid,,
2022,ECU,Ecuador,Sebas Méndez,sebas mendez,MF,1997-04-26,25,32,0,Los Angeles FC,,
2022,ECU,Ecuador,Alan Franco,alan franco,MF,1998-08-21,24,25,1,Talleres,,
2022,ECU,Ecuador,Alexander Domínguez,alexander dominguez,GK,1987-06-05,35,68,0,LDU Quito,,
2022,ECU,Ecuador,Moisés Caicedo,moises caicedo,MF,2001-11-02,21,25,2,Brighton & Hove Albion,,
2022,ECU,Ecuador,Djorkaeff Reasco,djorkaeff reasco,FW,1999-01-18,23,4,0,Newell's Old Boys,,
2022,ECU,Ecuador,Jackson Porozo,jackson porozo,DF,2000-08-04,22,5,0,Troyes,,
2022,ECU,Ecuador,Kevin Rodríguez,kevin rodriguez,FW,2000-03-04,22,1,0,Imbabura,,
2022,NED,Netherlands,Remko Pasveer,remko pasveer,GK,1983-11-08,39,2,0,Ajax,,
2022,NED,Netherlands,Jurriën Timber,jurrien timber,DF,2001-06-17,21,10,0,Ajax,,
2022,NED,Netherlands,Matthijs de Ligt,matthijs de ligt,DF,1999-08-12,23,38,2,Bayern Munich,,
2022,NED,Netherlands,Virgil van Dijk,virgil van dijk,DF,1991-07-08,31,49,6,Liverpool,,
2022,NED,Netherlands,Nathan Aké,nathan ake,DF,1995-02-18,27,29,3,Manchester City,,
2022,NED,Netherlands,Stefan de Vrij,stefan de vrij,DF,1992-02-05,30,59,3,Inter Milan,,
2022,NED,Netherlands,Steven Bergwijn,steven bergwijn,FW,1997-10-08,25,24,7,Ajax,,
2022,NED,Netherlands,Cody Gakpo,cody gakpo,FW,1999-05-07,23,9,3,PSV Eindhoven,,
2022,NED,Netherlands,Luuk de Jong,luuk de jong,FW,1990-08-27,32,38,8,PSV Eindhoven,,
2022,NED,Netherlands,Memphis Depay,memphis depay,FW,1994-02-13,28,81,42,Barcelona,,
2022,NED,Netherlands,Steven Berghuis,steven berghuis,MF,1991-12-19,30,39,2,Ajax,,
2022,NED,Netherlands,Noa Lang,noa lang,FW,1999-06-17,23,5,1,Club Brugge,,
2022,NED,Netherlands,Justin Bijlow,justin bijlow,GK,1998-01-22,24,6,0,Feyenoord,,
2022,NED,Netherlands,Davy Klaassen,davy klaassen,MF,1993-02-21,29,35,9,Ajax,,
2022,NED,Netherlands,Marten de Roon,marten de roon,MF,1991-03-29,31,30,0,Atalanta,,
2022,NED,Netherlands,Tyrell Malacia,tyrell malacia,DF,1999-08-17,23,6,0,Manchester United,,
2022,NED,Netherlands,Daley Blind,daley blind,DF,1990-03-09,32,94,2,Ajax,,
2022,NED,Netherlands,Vincent Janssen,vincent janssen,FW,1994-06-15,28,20,7,Antwerp,,
2022,NED,Netherlands,Wout Weghorst,wout weghorst,FW,1992-08-07,30,15,3,Beşiktaş,,
2022,NED,Netherlands,Teun Koopmeiners,teun koopmeiners,MF,1998-02-28,24,10,1,Atalanta,,
2022,NED,Netherlands,Frenkie de Jong,frenkie de jong,MF,1997-05-12,25,45,1,Barcelona,,
2022,NED,Netherlands,Denzel Dumfries,denzel dumfries,DF,1996-04-18,26,37,5,Inter Milan,,
2022,NED,Netherlands,Andries Noppert,andries noppert,GK,1994-04-07,28,0,0,Heerenveen,,
2022,NED,Netherlands,Kenneth Taylor,kenneth taylor,MF,2002-05-16,20,2,0,Ajax,,
2022,NED,Netherlands,Xavi Simons,xavi simons,MF,2003-04-21,19,0,0,PSV Eindhoven,,
2022,NED,Netherlands,Jeremie Frimpong,jeremie frimpong,DF,2000-12-10,21,0,0,Bayer Leverkusen,,
2022,QAT,Qatar,Saad Al-Sheeb,saad al-sheeb,GK,1990-02-19,32,76,0,Al-Sadd,,
2022,QAT,Qatar,Pedro Miguel,pedro miguel,DF,1990-08-06,32,80,1,Al-Sadd,,
2022,QAT,Qatar,Abdelkarim Hassan,abdelkarim hassan,DF,1993-08-28,29,130,15,Al-Sadd,,
2022,QAT,Qatar,Mohammed Waad,mohammed waad,MF,1999-09-18,23,21,0,Al-Sadd,,
2022,QAT,Qatar,Tarek Salman,tarek salman,DF,1997-12-05,24,58,0,Al-Sadd,,
2022,QAT,Qatar,Abdulaziz Hatem,abdulaziz hatem,MF,1990-01-01,32,107,11,Al-Rayyan,,
2022,QAT,Qatar,Ahmed Alaaeldin,ahmed alaaeldin,FW,1993-01-31,29,47,2,Al-Gharafa,,
2022,QAT,Qatar,Ali Assadalla,ali assadalla,MF,1993-01-19,29,59,12,Al-Sadd,,
2022,QAT,Qatar,Mohammed Muntari,mohammed muntari,FW,1993-12-20,28,48,13,Al-Duhail,,
2022,QAT,Qatar,Hassan Al-Haydos,hassan al-haydos,MF,1990-12-11,31,169,36,Al-Sadd,,
2022,QAT,Qatar,Akram Afif,akram afif,FW,1996-11-18,26,89,26,Al-Sadd,,
2022,QAT,Qatar,Karim Boudiaf,karim boudiaf,MF,1990-09-16,32,115,6,Al-Duhail,,
2022,QAT,Qatar,Musab Kheder,musab kheder,DF,1993-01-01,29,30,0,Al-Sadd,,
2022,QAT,Qatar,Homam Ahmed,homam ahmed,DF,1999-08-25,23,29,2,Al-Gharafa,,
2022,QAT,Qatar,Bassam Al-Rawi,bassam al-rawi,DF,1997-12-16,24,58,2,Al-Duhail,,
2022,QAT,Qatar,Boualem Khoukhi,boualem khoukhi,DF,1990-07-09,32,105,20,Al-Sadd,,
2022,QAT,Qatar,Ismaeel Mohammad,ismaeel mohammad,DF,1990-04-05,32,70,4,Al-Duhail,,
2022,QAT,Qatar,Khalid Muneer,khalid muneer,FW,1998-02-24,24,2,0,Al-Wakrah,,
2022,QAT,Qatar,Almoez Ali,almoez ali,FW,1996-08-19,26,85,42,Al-Duhail,,
2022,QAT,Qatar,Salem Al-Hajri,salem al-hajri,MF,1996-04-10,26,22,0,Al-Sadd,,
2022,QAT,Qatar,Yousef Hassan,yousef hassan,GK,1996-05-24,26,7,0,Al-Gharafa,,
2022,QAT,Qatar,Meshaal Barsham,meshaal barsham,GK,1998-02-14,24,20,0,Al-Sadd,,
2022,QAT,Qatar,Assim Madibo,assim madibo,MF,1996-10-22,26,43,0,Al-Duhail,,
2022,QAT,Qatar,Naif Al-Hadhrami,naif al-hadhrami,MF,2001-07-18,21,1,0,Al-Rayyan,,
2022,QAT,Qatar,Jassem Gaber,jassem gaber,MF,2002-02-20,20,0,0,Al-Arabi,,
2022,QAT,Qatar,Mostafa Meshaal,mostafa meshaal,MF,2001-03-28,21,1,0,Al-Sadd,,
2022,SEN,Senegal,Seny Dieng,seny dieng,GK,1994-11-23,27,4,0,Queens Park Rangers,,
2022,SEN,Senegal,Formose Mendy,formose mendy,DF,2001-01-02,21,2,0,Amiens,,
2022,SEN,Senegal,Kalidou Koulibaly,kalidou koulibaly,DF,1991-06-20,31,64,0,Chelsea,,
2022,SEN,Senegal,Pape Abou Cissé,pape abou cisse,DF,1995-09-14,27,13,1,Olympiacos,,
2022,SEN,Senegal,Idrissa Gueye,idrissa gueye,MF,1989-09-26,33,96,7,Everton,,
2022,SEN,Senegal,Nampalys Mendy,nampalys mendy,MF,1992-06-23,30,19,0,Leicester City,,
2022,SEN,Senegal,Nicolas Jackson,nicolas jackson,FW,2001-06-20,21,0,0,Villarreal,,
2022,SEN,Senegal,Cheikhou Kouyaté,cheikhou kouyate,DF,1989-12-21,32,83,4,Nottingham Forest,,
2022,SEN,Senegal,Boulaye Dia,boulaye dia,FW,1996-11-16,26,19,3,Salernitana,,
2022,SEN,Senegal,Moussa N'Diaye,moussa n'diaye,DF,2002-06-18,20,0,0,Anderlecht,,
2022,SEN,Senegal,Pathé Ciss,pathe ciss,MF,1994-03-16,28,1,0,Rayo Vallecano,,
2022,SEN,Senegal,Fodé Ballo-Touré,fode ballo-toure,DF,1997-01-03,25,14,0,Milan,,
2022,SEN,Senegal,Iliman Ndiaye,iliman ndiaye,FW,2000-03-06,22,2,0,Sheffield United,,
2022,SEN,Senegal,Ismail Jakobs,ismail jakobs,DF,1999-08-17,23,2,0,Monaco,,
2022,SEN,Senegal,Krépin Diatta,krepin diatta,MF,1999-02-25,23,26,2,Monaco,,
2022,SEN,Senegal,Édouard Mendy,edouard mendy,GK,1992-03-01,30,25,0,Chelsea,,
2022,SEN,Senegal,Pape Matar Sarr,pape matar sarr,MF,2002-09-14,20,10,0,Tottenham Hotspur,,
2022,SEN,Senegal,Ismaïla Sarr,ismaila sarr,FW,1998-02-25,24,48,10,Watford,,
2022,SEN,Senegal,Famara Diédhiou,famara diedhiou,FW,1992-12-15,29,25,10,Alanyaspor,,
2022,SEN,Senegal,Bamba Dieng,bamba dieng,FW,2000-03-23,22,13,1,Marseille,,
2022,SEN,Senegal,Youssouf Sabaly,youssouf sabaly,DF,1993-03-05,29,24,0,Real Betis,,
2022,SEN,Senegal,Abdou Diallo,abdou diallo,DF,1996-05-04,26,18,2,RB Leipzig,,
2022,SEN,Senegal,Alfred Gomis,alfred gomis,GK,1993-09-05,29,13,0,Rennes,,
2022,SEN,Senegal,Moustapha Name,moustapha name,DF,1995-05-05,27,6,0,Pafos,,
2022,SEN,Senegal,Mamadou Loum,mamadou loum,MF,1996-12-30,25,3,0,Reading,,
2022,SEN,Senegal,Pape Gueye,pape gueye,MF,1999-01-24,23,12,0,Marseille,,
2022,ENG,England,Jordan Pickford,jordan pickford,GK,1994-03-07,28,45,0,Everton,,
2022,ENG,England,Kyle Walker,kyle walker,DF,1990-05-28,32,70,0,Manchester City,,
2022,ENG,England,Luke Shaw,luke shaw,DF,1995-07-12,27,23,3,Manchester United,,
2022,ENG,England,Declan Rice,declan rice,MF,1999-01-14,23,34,2,West Ham United,,
2022,ENG,England,John Stones,john stones,DF,1994-05-28,28,59,3,Manchester City,,
2022,ENG,England,Harry Maguire,harry maguire,DF,1993-03-05,29,48,7,Manchester United,,
2022,ENG,England,Jack Grealish,jack grealish,FW,1995-09-10,27,24,1,Manchester City,,
2022,ENG,England,Jordan Henderson,jordan henderson,MF,1990-06-17,32,70,2,Liverpool,,
2022,ENG,England,Harry Kane,harry kane,FW,1993-07-28,29,75,51,Tottenham Hotspur,,
2022,ENG,England,Raheem Sterling,raheem sterling,FW,1994-12-08,27,79,19,Chelsea,,
2022,ENG,England,Marcus Rashford,marcus rashford,FW,1997-10-31,25,46,12,Manchester United,,
2022,ENG,England,Kieran Trippier,kieran trippier,DF,1990-09-19,32,37,1,Newcastle United,,
2022,ENG,England,Nick Pope,nick pope,GK,1992-04-19,30,10,0,Newcastle United,,
2022,ENG,England,Kalvin Phillips,kalvin phillips,MF,1995-12-02,26,23,0,Manchester City,,
2022,ENG,England,Eric Dier,eric dier,DF,1994-01-15,28,47,3,Tottenham Hotspur,,
2022,ENG,England,Conor Coady,conor coady,DF,1993-02-25,29,10,1,Everton,,
2022,ENG,England,Bukayo Saka,bukayo saka,FW,2001-09-05,21,20,4,Arsenal,,
2022,ENG,England,Trent Alexander-Arnold,trent alexander-arnold,DF,1998-10-07,24,17,1,Liverpool,,
2022,ENG,England,Mason Mount,mason mount,MF,1999-01-10,23,32,5,Chelsea,,
2022,ENG,England,Phil Foden,phil foden,MF,2000-05-28,22,18,2,Manchester City,,
2022,ENG,England,Ben White,ben white,DF,1997-10-08,25,4,0,Arsenal,,
2022,ENG,England,Jude Bellingham,jude bellingham,MF,2003-06-29,19,17,0,Borussia Dortmund,,
2022,ENG,England,Aaron Ramsdale,aaron ramsdale,GK,1998-05-14,24,3,0,Arsenal,,
2022,ENG,England,Callum Wilson,callum wilson,FW,1992-02-27,30,4,1,Newcastle United,,
2022,ENG,England,James Maddison,james maddison,MF,1996-11-23,25,1,0,Leicester City,,
2022,ENG,England,Conor Gallagher,conor gallagher,MF,2000-02-06,22,4,0,Chelsea,,
2022,IRN,Iran,Alireza Beiranvand,alireza beiranvand,GK,1992-09-21,30,52,0,Persepolis,,
2022,IRN,Iran,Sadegh Moharrami,sadegh moharrami,DF,1996-03-01,26,21,0,Dinamo Zagreb,,
2022,IRN,Iran,Ehsan Hajsafi,ehsan hajsafi,DF,1990-02-25,32,121,7,AEK Athens,,
2022,IRN,Iran,Shojae Khalilzadeh,shojae khalilzadeh,DF,1989-05-14,33,25,1,Al-Ahli Doha,,
2022,IRN,Iran,Milad Mohammadi,milad mohammadi,DF,1993-09-29,29,45,1,AEK Athens,,
2022,IRN,Iran,Saeid Ezatolahi,saeid ezatolahi,MF,1996-10-01,26,47,1,Vejle,,
2022,IRN,Iran,Alireza Jahanbakhsh,alireza jahanbakhsh,MF,1993-08-11,29,64,13,Feyenoord,,
2022,IRN,Iran,Morteza Pouraliganji,morteza pouraliganji,DF,1992-04-19,30,46,3,Persepolis,,
2022,IRN,Iran,Mehdi Taremi,mehdi taremi,FW,1992-07-18,30,60,28,Porto,,
2022,IRN,Iran,Karim Ansarifard,karim ansarifard,FW,1990-04-03,32,94,29,Omonia,,
2022,IRN,Iran,Vahid Amiri,vahid amiri,MF,1988-04-02,34,68,2,Persepolis,,
2022,IRN,Iran,Payam Niazmand,payam niazmand,GK,1995-04-06,27,1,0,Sepahan,,
2022,IRN,Iran,Hossein Kanaanizadegan,hossein kanaanizadegan,DF,1994-03-23,28,35,2,Al-Ahli Doha,,
2022,IRN,Iran,Saman Ghoddos,saman ghoddos,MF,1993-09-06,29,33,2,Brentford,,
2022,IRN,Iran,Rouzbeh Cheshmi,rouzbeh cheshmi,DF,1993-07-24,29,19,1,Esteghlal,,
2022,IRN,Iran,Mehdi Torabi,mehdi torabi,MF,1994-09-10,28,36,7,Persepolis,,
2022,IRN,Iran,Ali Gholizadeh,ali gholizadeh,MF,1996-03-10,26,26,6,Charleroi,,
2022,IRN,Iran,Ali Karimi,ali karimi,MF,1994-02-11,28,13,0,Kayserispor,,
2022,IRN,Iran,Majid Hosseini,majid hosseini,DF,1996-06-20,26,18,0,Kayserispor,,
2022,IRN,Iran,Sardar Azmoun,sardar azmoun,FW,1995-01-01,27,65,41,Bayer Leverkusen,,
2022,IRN,Iran,Ahmad Nourollahi,ahmad nourollahi,MF,1993-02-01,29,25,3,Shabab Al-Ahli,,
2022,IRN,Iran,Amir Abedzadeh,amir abedzadeh,GK,1993-04-26,29,11,0,Ponferradina,,
2022,IRN,Iran,Ramin Rezaeian,ramin rezaeian,DF,1990-03-21,32,46,2,Sepahan,,
2022,IRN,Iran,Hossein Hosseini,hossein hosseini,GK,1992-06-30,30,6,0,Esteghlal,,
2022,IRN,Iran,Abolfazl Jalali,abolfazl jalali,DF,1998-06-26,24,3,0,Esteghlal,,
2022,USA,United States,Matt Turner,matt turner,GK,1994-06-24,28,20,0,Arsenal,,
2022,USA,United States,Sergiño Dest,sergino dest,DF,2000-11-03,22,19,2,Milan,,
2022,USA,United States,Walker Zimmerman,walker zimmerman,DF,1993-05-19,29,33,3,Nashville SC,,
2022,USA,United States,Tyler Adams,tyler adams,MF,1999-02-14,23,32,1,Leeds United,,
2022,USA,United States,Antonee Robinson,antonee robinson,DF,1997-08-08,25,29,2,Fulham,,
2022,USA,United States,Yunus Musah,yunus musah,MF,2002-11-29,19,19,0,Valencia,,
2022,USA,United States,Giovanni Reyna,giovanni reyna,FW,2002-11-13,20,14,4,Borussia Dortmund,,
2022,USA,United States,Weston McKennie,weston mckennie,MF,1998-08-28,24,37,9,Juventus,,
2022,USA,United States,Jesús Ferreira,jesus ferreira,FW,2000-12-24,21,15,7,FC Dallas,,
2022,USA,United States,Christian Pulisic,christian pulisic,FW,1998-09-18,24,52,21,Chelsea,,
2022,USA,United States,Brenden Aaronson,brenden aaronson,FW,2000-10-22,22,24,6,Leeds United,,
2022,USA,United States,Ethan Horvath,ethan horvath,GK,1995-06-09,27,8,0,Luton Town,,
2022,USA,United States,Tim Ream,tim ream,DF,1987-10-05,35,46,1,Fulham,,
2022,USA,United States,Luca de la Torre,luca de la torre,MF,1998-05-23,24,12,0,Celta Vigo,,
2022,USA,United States,Aaron Long,aaron long,DF,1992-10-12,30,29,3,New York Red Bulls,,
2022,USA,United States,Jordan Morris,jordan morris,FW,1994-10-26,28,49,11,Seattle Sounders FC,,
2022,USA,United States,Cristian Roldan,cristian roldan,MF,1995-06-03,27,32,0,Seattle Sounders FC,,
2022,USA,United States,Shaq Moore,shaq moore,DF,1996-11-02,26,15,1,Nashville SC,,
2022,USA,United States,Haji Wright,haji wright,FW,1998-03-27,24,3,1,Antalyaspor,,
2022,USA,United States,Cameron Carter-Vickers,cameron carter-vickers,DF,1997-12-31,24,11,0,Celtic,,
2022,USA,United States,Timothy Weah,timothy weah,FW,2000-02-22,22,25,3,Lille,,
2022,USA,United States,DeAndre Yedlin,deandre yedlin,DF,1993-07-09,29,75,0,Inter Miami CF,,
2022,USA,United States,Kellyn Acosta,kellyn acosta,MF,1995-07-24,27,53,2,Los Angeles FC,,
2022,USA,United States,Josh Sargent,josh sargent,FW,2000-02-20,22,20,5,Norwich City,,
2022,USA,United States,Sean Johnson,sean johnson,GK,1989-05-31,33,10,0,New York City FC,,
2022,USA,United States,Joe Scally,joe scally,DF,2002-12-31,19,3,0,Borussia Mönchengladbach,,
2022,WAL,Wales,Wayne Hennessey,wayne hennessey,GK,1987-01-24,35,106,0,Nottingham Forest,,
2022,WAL,Wales,Chris Gunter,chris gunter,DF,1989-07-21,33,109,0,AFC Wimbledon,,
2022,WAL,Wales,Neco Williams,neco williams,DF,2001-04-13,21,23,2,Nottingham Forest,,
2022,WAL,Wales,Ben Davies,ben davies,DF,1993-04-24,29,74,1,Tottenham Hotspur,,
2022,WAL,Wales,Chris Mepham,chris mepham,DF,1997-11-05,25,33,0,Bournemouth,,
2022,WAL,Wales,Joe Rodon,joe rodon,DF,1997-10-22,25,30,0,Rennes,,
2022,WAL,Wales,Joe Allen,joe allen,MF,1990-03-14,32,72,2,Swansea City,,
2022,WAL,Wales,Harry Wilson,harry wilson,MF,1997-03-22,25,39,5,Fulham,,
2022,WAL,Wales,Brennan Johnson,brennan johnson,FW,2001-05-23,21,15,2,Nottingham Forest,,
2022,WAL,Wales,Aaron Ramsey,aaron ramsey,MF,1990-12-26,31,75,20,Nice,,
2022,WAL,Wales,Gareth Bale,gareth bale,FW,1989-07-16,33,108,40,Los Angeles FC,,
2022,WAL,Wales,Danny Ward,danny ward,GK,1993-06-22,29,26,0,Leicester City,,
2022,WAL,Wales,Kieffer Moore,kieffer moore,FW,1992-08-08,30,28,9,Bournemouth,,
2022,WAL,Wales,Connor Roberts,connor roberts,DF,1995-09-23,27,41,3,Burnley,,
2022,WAL,Wales,Ethan Ampadu,ethan ampadu,DF,2000-09-14,22,37,0,Spezia,,
2022,WAL,Wales,Joe Morrell,joe morrell,MF,1997-01-03,25,30,0,Portsmouth,,
2022,WAL,Wales,Tom Lockyer,tom lockyer,DF,1994-12-03,27,14,0,Luton Town,,
2022,WAL,Wales,Jonny Williams,jonny williams,MF,1993-10-09,29,33,2,Swindon Town,,
2022,WAL,Wales,Mark Harris,mark harris,FW,1998-12-29,23,5,0,Cardiff City,,
2022,WAL,Wales,Daniel James,daniel james,FW,1997-11-10,25,38,5,Fulham,,
2022,WAL,Wales,Adam Davies,adam davies,GK,1992-07-17,30,4,0,Sheffield United,,
2022,WAL,Wales,Sorba Thomas,sorba thomas,MF,1999-01-25,23,6,0,Huddersfield Town,,
2022,WAL,Wales,Dylan Levitt,dylan levitt,MF,2000-11-17,22,13,0,Dundee United,,
2022,WAL,Wales,Ben Cabango,ben cabango,DF,2000-05-30,22,5,0,Swansea City,,
2022,WAL,Wales,Rubin Colwill,rubin colwill,MF,2002-04-27,20,7,1,Cardiff City,,
2022,WAL,Wales,Matthew Smith,matthew smith,MF,1999-11-22,22,19,0,Milton Keynes Dons,,
2022,ARG,Argentina,Franco Armani,franco armani,GK,1986-10-16,36,18,0,River Plate,,
2022,ARG,Argentina,Juan Foyth,juan foyth,DF,1998-01-12,24,16,0,Villarreal,,
2022,ARG,Argentina,Nicolás Tagliafico,nicolas tagliafico,DF,1992-08-31,30,42,0,Lyon,,
2022,ARG,Argentina,Gonzalo Montiel,gonzalo montiel,DF,1997-01-01,25,18,0,Sevilla,,
2022,ARG,Argentina,Leandro Paredes,leandro paredes,MF,1994-06-29,28,46,4,Juventus,,
2022,ARG,Argentina,Germán Pezzella,german pezzella,DF,1991-06-27,31,32,2,Real Betis,,
2022,ARG,Argentina,Rodrigo De Paul,rodrigo de paul,MF,1994-05-24,28,44,2,Atlético Madrid,,
2022,ARG,Argentina,Marcos Acuña,marcos acuna,DF,1991-10-28,31,43,0,Sevilla,,
2022,ARG,Argentina,Julián Alvarez,julian alvarez,FW,2000-01-31,22,12,3,Manchester City,,
2022,ARG,Argentina,Lionel Messi,lionel messi,FW,1987-06-24,35,165,91,Paris Saint-Germain,,
2022,ARG,Argentina,Ángel Di María,angel di maria,FW,1988-02-14,34,124,27,Juventus,,
2022,ARG,Argentina,Gerónimo Rulli,geronimo rulli,GK,1992-05-20,30,4,0,Villarreal,,
2022,ARG,Argentina,Cristian Romero,cristian romero,DF,1998-04-27,24,12,1,Tottenham Hotspur,,
2022,ARG,Argentina,Exequiel Palacios,exequiel palacios,MF,1998-10-05,24,20,0,Bayer Leverkusen,,
2022,ARG,Argentina,Ángel Correa,angel correa,FW,1995-03-09,27,22,3,Atlético Madrid,,
2022,ARG,Argentina,Thiago Almada,thiago almada,MF,2001-04-26,21,1,0,Atlanta United FC,,
2022,ARG,Argentina,Papu Gómez,papu gomez,MF,1988-02-15,34,15,3,Sevilla,,
2022,ARG,Argentina,Guido Rodríguez,guido rodriguez,MF,1994-04-12,28,26,1,Real Betis,,
2022,ARG,Argentina,Nicolás Otamendi,nicolas otamendi,DF,1988-02-12,34,93,4,Benfica,,
2022,ARG,Argentina,Alexis Mac Allister,alexis mac allister,MF,1998-12-24,23,8,0,Brighton & Hove Albion,,
2022,ARG,Argentina,Paulo Dybala,paulo dybala,FW,1993-11-15,29,34,3,Roma,,
2022,ARG,Argentina,Lautaro Martínez,lautaro martinez,FW,1997-08-22,25,40,21,Inter Milan,,
2022,ARG,Argentina,Emiliano Martínez,emiliano martinez,GK,1992-09-02,30,19,0,Aston Villa,,
2022,ARG,Argentina,Enzo Fernández,enzo fernandez,MF,2001-01-17,21,3,0,Benfica,,
2022,ARG,Argentina,Lisandro Martínez,lisandro martinez,DF,1998-01-18,24,10,0,Manchester United,,
2022,ARG,Argentina,Nahuel Molina,nahuel molina,DF,1998-04-06,24,20,0,Atlético Madrid,,
2022,MEX,Mexico,Alfredo Talavera,alfredo talavera,GK,1982-09-18,40,40,0,Juárez,,
2022,MEX,Mexico,Néstor Araujo,nestor araujo,DF,1991-08-29,31,63,3,América,,
2022,MEX,Mexico,César Montes,cesar montes,DF,1997-02-24,25,30,1,Monterrey,,
2022,MEX,Mexico,Edson Álvarez,edson alvarez,DF,1997-10-24,25,58,3,Ajax,,
2022,MEX,Mexico,Johan Vásquez,johan vasquez,DF,1998-10-22,24,7,0,Cremonese,,
2022,MEX,Mexico,Gerardo Arteaga,gerardo arteaga,DF,1998-09-07,24,17,1,Genk,,
2022,MEX,Mexico,Luis Romo,luis romo,MF,1995-06-05,27,27,1,Monterrey,,
2022,MEX,Mexico,Carlos Rodríguez,carlos rodriguez,MF,1997-01-03,25,36,0,Cruz Azul,,
2022,MEX,Mexico,Raúl Jiménez,raul jimenez,FW,1991-05-05,31,95,29,Wolverhampton Wanderers,,
2022,MEX,Mexico,Alexis Vega,alexis vega,FW,1997-11-25,24,22,6,Guadalajara,,
2022,MEX,Mexico,Rogelio Funes Mori,rogelio funes mori,FW,1991-03-05,31,16,6,Monterrey,,
2022,MEX,Mexico,Rodolfo Cota,rodolfo cota,GK,1987-07-03,35,8,0,León,,
2022,MEX,Mexico,Guillermo Ochoa,guillermo ochoa,GK,1985-07-13,37,131,0,América,,
2022,MEX,Mexico,Érick Gutiérrez,erick gutierrez,MF,1995-06-15,27,34,1,PSV Eindhoven,,
2022,MEX,Mexico,Héctor Moreno,hector moreno,DF,1988-01-17,34,128,5,Monterrey,,
2022,MEX,Mexico,Héctor Herrera,hector herrera,MF,1990-04-19,32,102,10,Houston Dynamo FC,,
2022,MEX,Mexico,Orbelín Pineda,orbelin pineda,FW,1996-03-24,26,50,6,AEK Athens,,
2022,MEX,Mexico,Andrés Guardado,andres guardado,MF,1986-09-28,36,178,28,Real Betis,,
2022,MEX,Mexico,Jorge Sánchez,jorge sanchez,DF,1997-12-10,24,26,1,Ajax,,
2022,MEX,Mexico,Henry Martín,henry martin,FW,1992-11-18,30,27,6,América,,
2022,MEX,Mexico,Uriel Antuna,uriel antuna,FW,1997-08-21,25,36,9,Cruz Azul,,
2022,MEX,Mexico,Hirving Lozano,hirving lozano,FW,1995-07-30,27,60,16,Napoli,,
2022,MEX,Mexico,Jesús Gallardo,jesus gallardo,DF,1994-08-15,28,78,1,Monterrey,,
2022,MEX,Mexico,Luis Chávez,luis chavez,MF,1996-01-15,26,9,0,Pachuca,,
2022,MEX,Mexico,Roberto Alvarado,roberto alvarado,FW,1998-09-07,24,31,4,Guadalajara,,
2022,MEX,Mexico,Kevin Álvarez,kevin alvarez,DF,1999-01-15,23,8,0,Pachuca,,
2022,POL,Poland,Wojciech Szczęsny,wojciech szczesny,GK,1990-04-18,32,66,0,Juventus,,
2022,POL,Poland,Matty Cash,matty cash,DF,1997-08-07,25,7,1,Aston Villa,,
2022,POL,Poland,Artur Jędrzejczyk,artur jedrzejczyk,DF,1987-11-04,35,40,3,Legia Warsaw,,
